id_usuario,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,taxa_conclusao_usuario,total_cursos_feitos,score_medio
1520,Cientista de Dados,Infraestrutura/Cloud,Junior,1,22,4,Técnico,3,6,0.75,8,7.08
1521,Analista de Segurança,Design,Senior,3,37,8,Técnico,3,12,1.0,3,8.98
1522,Cientista de Dados,Design,Junior,1,21,1,Ensino Fundamental,1,10,1.0,5,7.56
1523,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,44,12,Técnico,3,20,0.667,3,9.01
1524,Engenheiro de Machine Learning,Desenvolvimento de Software,Senior,3,39,19,Doutorado,8,8,0.667,6,8.55
1525,Especialista em Cloud,Desenvolvimento de Software,Senior,3,39,10,Superior Incompleto,4,5,0.625,8,8.35
1526,Desenvolvedor Backend,Segurança da Informação,Intermediário,2,25,6,Pós-graduação,6,15,1.0,5,8.09
1527,Desenvolvedor Backend,Qualidade de Software,Senior,3,43,15,Doutorado,8,5,1.0,3,7.85
1528,Especialista em Cloud,Gestão de Produtos,Senior,3,43,10,Doutorado,8,20,0.667,3,9.04
1529,Arquiteto de Software,Desenvolvimento de Software,Intermediário,2,37,18,Pós-graduação,6,12,0.8,5,7.48
1530,Arquiteto de Software,Design,Intermediário,2,29,10,Ensino Fundamental,1,12,0.667,6,8.35
1531,DevOps Engineer,Gestão de Produtos,Senior,3,28,9,Superior Completo,5,10,1.0,3,8.29
1532,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,51,10,Mestrado,7,5,0.714,7,8.09
1533,Engenheiro de Machine Learning,Gestão de Produtos,Junior,1,23,4,Superior Completo,5,6,0.857,7,6.15
1534,Designer UX/UI,Gestão de Produtos,Junior,1,45,0,Superior Completo,5,5,0.4,5,7.14
1535,QA/Tester,Infraestrutura/Cloud,Intermediário,2,25,5,Pós-graduação,6,10,1.0,7,7.56
1536,Desenvolvedor Frontend,Segurança da Informação,Senior,3,24,6,Pós-graduação,6,12,0.857,7,8.65
1537,Product Manager,Suporte Técnico,Intermediário,2,21,2,Pós-graduação,6,10,1.0,6,8.06
1538,Cientista de Dados,Tecnologia da Informação,Senior,3,29,10,Mestrado,7,5,1.0,3,8.32
1539,Especialista em Cloud,Suporte Técnico,Senior,3,54,13,Superior Incompleto,4,8,0.625,8,7.86
1540,Arquiteto de Software,Qualidade de Software,Senior,3,41,15,Pós-graduação,6,20,1.0,6,8.93
1541,Engenheiro de Machine Learning,Desenvolvimento de Software,Senior,3,30,10,Ensino Fundamental,1,10,1.0,3,8.61
1542,Desenvolvedor Full Stack,Tecnologia da Informação,Intermediário,2,49,16,Mestrado,7,12,0.667,3,8.99
1543,Designer UX/UI,Tecnologia da Informação,Senior,3,28,8,Doutorado,8,12,0.667,6,8.75
1544,Desenvolvedor Mobile,Outro,Intermediário,2,40,17,Superior Completo,5,20,0.4,5,7.32
1545,Desenvolvedor Full Stack,Estudante,Intermediário,2,43,18,Ensino Médio,2,2,1.0,6,7.88
1546,Product Manager,Suporte Técnico,Senior,3,53,13,Ensino Médio,2,5,0.833,6,8.27
1547,Desenvolvedor Frontend,Tecnologia da Informação,Senior,3,47,16,Técnico,3,5,1.0,4,7.06
1548,Arquiteto de Software,Suporte Técnico,Intermediário,2,33,13,Técnico,3,6,0.5,8,6.39
1549,Engenheiro de Machine Learning,Desenvolvimento de Software,Senior,3,46,12,Superior Completo,5,15,0.625,8,8.6
1550,Arquiteto de Software,Tecnologia da Informação,Senior,3,42,18,Doutorado,8,10,0.8,5,8.4
1551,Especialista em Cloud,Gestão de Produtos,Senior,3,40,9,Pós-graduação,6,12,0.625,8,8.76
1552,Desenvolvedor Backend,Tecnologia da Informação,Senior,3,39,16,Ensino Fundamental,1,4,0.571,7,8.16
1553,Analista de Dados,Marketing Digital,Senior,3,27,9,Superior Completo,5,20,1.0,3,8.75
1554,Desenvolvedor Backend,Infraestrutura/Cloud,Intermediário,2,24,5,Doutorado,8,4,0.5,4,6.28
1555,Product Manager,Gestão de Produtos,Intermediário,2,44,19,Doutorado,8,2,0.8,5,7.37
1556,Desenvolvedor Backend,Segurança da Informação,Junior,1,18,0,Superior Incompleto,4,8,0.667,3,6.37
1557,Product Manager,Suporte Técnico,Junior,1,21,1,Doutorado,8,6,0.6,5,6.73
1558,Engenheiro de Machine Learning,Design,Junior,1,43,3,Ensino Fundamental,1,2,0.25,4,5.97
1559,Desenvolvedor Frontend,Qualidade de Software,Senior,3,24,6,Superior Completo,5,20,0.75,4,8.29
1560,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,52,7,Ensino Fundamental,1,15,0.75,4,7.8
1561,Arquiteto de Software,Gestão de Produtos,Intermediário,2,36,3,Técnico,3,4,0.625,8,7.18
1562,QA/Tester,Gestão de Produtos,Senior,3,44,13,Ensino Fundamental,1,20,0.875,8,8.82
1563,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,35,15,Mestrado,7,5,0.667,3,8.43
1564,Analista de Segurança,Outro,Junior,1,48,3,Superior Incompleto,4,8,1.0,6,6.62
1565,Analista de Dados,Outro,Senior,3,34,6,Ensino Médio,2,12,1.0,3,8.94
1566,Engenheiro de Dados,Suporte Técnico,Junior,1,21,2,Mestrado,7,4,0.8,5,6.39
1567,Arquiteto de Software,Suporte Técnico,Senior,3,53,17,Pós-graduação,6,8,0.333,3,9.0
1568,Analista de Segurança,Marketing Digital,Junior,1,24,0,Doutorado,8,12,0.4,5,7.1
1569,Especialista em Cloud,Design,Intermediário,2,43,12,Superior Incompleto,4,10,0.667,3,6.8
1570,Designer UX/UI,Estudante,Intermediário,2,23,4,Superior Incompleto,4,15,0.8,5,8.59
1571,Engenheiro de Machine Learning,Gestão de Produtos,Intermediário,2,36,4,Pós-graduação,6,4,1.0,5,7.01
1572,Desenvolvedor Frontend,Suporte Técnico,Junior,1,48,4,Superior Incompleto,4,20,0.2,5,6.96
1573,Desenvolvedor Full Stack,Ciência de Dados,Senior,3,50,9,Superior Incompleto,4,8,0.25,4,7.96
1574,Analista de Dados,Tecnologia da Informação,Senior,3,29,6,Superior Completo,5,20,1.0,4,8.51
1575,Designer UX/UI,Infraestrutura/Cloud,Senior,3,38,11,Ensino Fundamental,1,12,0.75,4,8.27
1576,Desenvolvedor Full Stack,Marketing Digital,Junior,1,46,0,Ensino Fundamental,1,8,0.6,5,7.07
1577,Analista de Dados,Tecnologia da Informação,Junior,1,32,1,Doutorado,8,6,0.6,5,6.32
1578,Arquiteto de Software,Segurança da Informação,Junior,1,35,2,Superior Incompleto,4,12,0.5,8,6.74
1579,Desenvolvedor Full Stack,Outro,Senior,3,35,11,Doutorado,8,10,0.625,8,8.57
1580,Desenvolvedor Full Stack,Infraestrutura/Cloud,Junior,1,54,0,Ensino Fundamental,1,6,0.6,5,6.66
1581,Desenvolvedor Mobile,Outro,Junior,1,35,3,Técnico,3,2,0.571,7,6.99
1582,Desenvolvedor Backend,Suporte Técnico,Junior,1,51,1,Superior Completo,5,10,0.5,4,6.72
1583,Analista de Segurança,Tecnologia da Informação,Senior,3,42,15,Técnico,3,12,1.0,3,8.93
1584,Desenvolvedor Frontend,Tecnologia da Informação,Senior,3,45,18,Doutorado,8,12,0.857,7,8.39
1585,Especialista em Cloud,Qualidade de Software,Intermediário,2,26,8,Ensino Médio,2,10,0.625,8,7.27
1586,Analista de Dados,Marketing Digital,Intermediário,2,40,4,Mestrado,7,8,1.0,4,7.9
1587,Desenvolvedor Frontend,Suporte Técnico,Senior,3,49,9,Técnico,3,12,0.857,7,8.52
1588,Analista de Segurança,Ciência de Dados,Senior,3,32,6,Técnico,3,5,0.857,7,7.89
1589,Desenvolvedor Frontend,Tecnologia da Informação,Senior,3,36,9,Técnico,3,5,1.0,8,8.41
1590,Desenvolvedor Backend,Outro,Senior,3,23,5,Técnico,3,10,0.625,8,8.57
1591,Desenvolvedor Mobile,Qualidade de Software,Intermediário,2,46,18,Técnico,3,5,1.0,4,7.36
1592,Especialista em Cloud,Suporte Técnico,Intermediário,2,25,7,Mestrado,7,12,0.6,5,7.19
1593,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,37,14,Ensino Fundamental,1,6,0.875,8,7.86
1594,Desenvolvedor Backend,Tecnologia da Informação,Intermediário,2,38,2,Superior Completo,5,15,0.8,5,7.69
1595,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,40,15,Técnico,3,5,1.0,3,6.66
1596,Desenvolvedor Backend,Suporte Técnico,Senior,3,26,8,Doutorado,8,8,0.75,4,8.57
1597,Desenvolvedor Mobile,Desenvolvimento de Software,Intermediário,2,24,5,Ensino Fundamental,1,12,0.75,4,7.42
1598,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,51,8,Ensino Médio,2,10,0.857,7,8.15
1599,Analista de Segurança,Design,Intermediário,2,41,16,Mestrado,7,8,0.25,4,6.84
1600,Designer UX/UI,Ciência de Dados,Junior,1,18,0,Ensino Médio,2,15,0.571,7,7.53
1601,Designer UX/UI,Tecnologia da Informação,Senior,3,42,17,Pós-graduação,6,20,0.5,6,8.83
1602,Designer UX/UI,Ciência de Dados,Senior,3,34,13,Superior Incompleto,4,20,0.667,3,8.62
1603,Desenvolvedor Full Stack,Ciência de Dados,Senior,3,53,10,Técnico,3,10,0.833,6,8.77
1604,Analista de Segurança,Infraestrutura/Cloud,Junior,1,22,3,Técnico,3,20,1.0,3,8.04
1605,Arquiteto de Software,Estudante,Senior,3,30,10,Pós-graduação,6,4,0.6,5,8.0
1606,Desenvolvedor Mobile,Gestão de Produtos,Senior,3,45,18,Pós-graduação,6,15,0.857,7,8.81
1607,Especialista em Cloud,Infraestrutura/Cloud,Senior,3,44,14,Ensino Médio,2,20,0.875,8,8.51
1608,Desenvolvedor Full Stack,Segurança da Informação,Intermediário,2,49,19,Técnico,3,2,0.857,7,7.89
1609,DevOps Engineer,Segurança da Informação,Junior,1,21,2,Ensino Médio,2,20,0.625,8,7.07
1610,Engenheiro de Machine Learning,Infraestrutura/Cloud,Junior,1,20,0,Pós-graduação,6,10,0.833,6,6.46
1611,Analista de Dados,Ciência de Dados,Intermediário,2,47,12,Pós-graduação,6,8,0.625,8,8.2
1612,Especialista em Cloud,Tecnologia da Informação,Intermediário,2,42,19,Superior Incompleto,4,10,0.667,3,6.8
1613,Desenvolvedor Mobile,Outro,Senior,3,35,14,Superior Incompleto,4,4,1.0,5,8.14
1614,QA/Tester,Ciência de Dados,Junior,1,19,1,Doutorado,8,12,0.286,7,7.01
1615,Product Manager,Infraestrutura/Cloud,Intermediário,2,29,9,Mestrado,7,4,0.667,3,7.49
1616,Desenvolvedor Mobile,Qualidade de Software,Senior,3,28,8,Técnico,3,5,1.0,3,8.36
1617,Engenheiro de Dados,Desenvolvimento de Software,Senior,3,43,13,Superior Incompleto,4,10,0.8,5,8.3
1618,Engenheiro de Dados,Design,Intermediário,2,41,8,Pós-graduação,6,2,1.0,5,8.1
1619,Desenvolvedor Full Stack,Outro,Senior,3,39,18,Ensino Fundamental,1,4,0.625,8,8.08
1620,Desenvolvedor Backend,Tecnologia da Informação,Junior,1,29,0,Doutorado,8,5,0.75,8,6.25
1621,Analista de Dados,Desenvolvimento de Software,Senior,3,45,19,Superior Incompleto,4,2,0.8,5,7.85
1622,Product Manager,Desenvolvimento de Software,Junior,1,54,2,Técnico,3,4,1.0,6,6.96
1623,Desenvolvedor Frontend,Gestão de Produtos,Intermediário,2,52,7,Doutorado,8,10,0.571,7,7.89
1624,Product Manager,Infraestrutura/Cloud,Intermediário,2,30,12,Superior Completo,5,5,0.857,7,7.2
1625,Engenheiro de Machine Learning,Gestão de Produtos,Intermediário,2,25,5,Superior Incompleto,4,12,0.5,6,7.58
1626,Engenheiro de Dados,Gestão de Produtos,Intermediário,2,39,7,Superior Incompleto,4,8,1.0,4,8.3
1627,QA/Tester,Qualidade de Software,Intermediário,2,42,8,Mestrado,7,2,0.5,6,7.27
1628,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,23,3,Ensino Fundamental,1,12,1.0,4,8.07
1629,Designer UX/UI,Gestão de Produtos,Senior,3,40,12,Ensino Médio,2,4,1.0,7,8.13
1630,DevOps Engineer,Ciência de Dados,Senior,3,40,14,Ensino Fundamental,1,2,0.875,8,7.87
1631,Engenheiro de Machine Learning,Gestão de Produtos,Senior,3,38,6,Técnico,3,12,0.75,4,8.52
1632,Cientista de Dados,Ciência de Dados,Intermediário,2,44,12,Ensino Médio,2,4,0.667,3,7.87
1633,DevOps Engineer,Suporte Técnico,Senior,3,41,18,Técnico,3,15,0.6,5,8.66
1634,DevOps Engineer,Qualidade de Software,Intermediário,2,24,4,Ensino Fundamental,1,6,0.8,5,7.27
1635,DevOps Engineer,Desenvolvimento de Software,Intermediário,2,23,5,Mestrado,7,8,0.667,3,7.12
1636,Especialista em Cloud,Marketing Digital,Intermediário,2,48,7,Doutorado,8,2,0.667,3,6.89
1637,Analista de Segurança,Suporte Técnico,Senior,3,40,19,Mestrado,7,8,1.0,7,8.14
1638,Engenheiro de Dados,Segurança da Informação,Senior,3,45,16,Superior Completo,5,20,0.833,6,8.86
1639,Especialista em Cloud,Design,Junior,1,19,0,Superior Incompleto,4,20,0.8,5,6.93
1640,Especialista em Cloud,Suporte Técnico,Intermediário,2,28,5,Pós-graduação,6,10,1.0,5,6.83
1641,Designer UX/UI,Suporte Técnico,Intermediário,2,28,8,Ensino Fundamental,1,4,0.875,8,7.89
1642,Analista de Dados,Marketing Digital,Junior,1,52,0,Ensino Fundamental,1,15,0.5,4,7.22
1643,Engenheiro de Dados,Marketing Digital,Senior,3,36,17,Ensino Médio,2,2,0.667,3,8.34
1644,Engenheiro de Machine Learning,Ciência de Dados,Intermediário,2,41,12,Pós-graduação,6,5,0.667,3,7.2
1645,Designer UX/UI,Tecnologia da Informação,Junior,1,18,0,Doutorado,8,20,0.667,6,7.86
1646,Engenheiro de Machine Learning,Qualidade de Software,Senior,3,51,15,Superior Incompleto,4,4,0.375,8,7.78
1647,Especialista em Cloud,Ciência de Dados,Senior,3,46,18,Pós-graduação,6,12,1.0,3,8.86
1648,Designer UX/UI,Suporte Técnico,Intermediário,2,36,15,Superior Completo,5,10,1.0,4,7.1
1649,Desenvolvedor Frontend,Marketing Digital,Junior,1,26,0,Doutorado,8,5,0.667,6,7.14
1650,DevOps Engineer,Segurança da Informação,Junior,1,50,1,Ensino Médio,2,15,1.0,3,7.61
1651,DevOps Engineer,Outro,Junior,1,35,1,Superior Completo,5,20,0.714,7,6.96
1652,DevOps Engineer,Qualidade de Software,Intermediário,2,23,5,Ensino Médio,2,20,0.8,5,7.96
1653,QA/Tester,Infraestrutura/Cloud,Senior,3,48,9,Ensino Médio,2,20,1.0,6,8.78
1654,QA/Tester,Desenvolvimento de Software,Intermediário,2,35,15,Ensino Médio,2,20,0.75,4,7.84
1655,Desenvolvedor Backend,Design,Intermediário,2,32,3,Técnico,3,15,1.0,3,8.52
1656,Desenvolvedor Backend,Ciência de Dados,Senior,3,26,7,Ensino Fundamental,1,20,0.75,4,8.76
1657,Analista de Dados,Suporte Técnico,Intermediário,2,21,3,Técnico,3,5,0.571,7,7.48
1658,Engenheiro de Dados,Gestão de Produtos,Intermediário,2,22,4,Ensino Fundamental,1,6,0.75,4,7.32
1659,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,32,14,Superior Incompleto,4,4,0.571,7,7.8
1660,Arquiteto de Software,Marketing Digital,Intermediário,2,30,3,Pós-graduação,6,20,0.4,5,8.18
1661,DevOps Engineer,Qualidade de Software,Intermediário,2,25,2,Doutorado,8,20,0.857,7,8.04
1662,Cientista de Dados,Qualidade de Software,Intermediário,2,47,10,Superior Completo,5,5,0.75,4,6.84
1663,Especialista em Cloud,Design,Senior,3,54,9,Doutorado,8,6,0.714,7,8.23
1664,Cientista de Dados,Estudante,Senior,3,30,11,Pós-graduação,6,8,0.857,7,7.98
1665,DevOps Engineer,Desenvolvimento de Software,Senior,3,27,8,Técnico,3,6,0.5,4,8.22
1666,Designer UX/UI,Design,Junior,1,24,1,Técnico,3,10,1.0,5,6.85
1667,Analista de Segurança,Outro,Intermediário,2,40,6,Técnico,3,15,0.75,8,7.49
1668,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,38,13,Pós-graduação,6,5,1.0,5,8.08
1669,Desenvolvedor Backend,Infraestrutura/Cloud,Junior,1,22,2,Pós-graduação,6,6,0.286,7,6.35
1670,Desenvolvedor Mobile,Segurança da Informação,Senior,3,34,12,Ensino Fundamental,1,4,0.667,3,8.0
1671,Engenheiro de Dados,Marketing Digital,Senior,3,42,12,Pós-graduação,6,12,0.833,6,8.56
1672,Designer UX/UI,Desenvolvimento de Software,Intermediário,2,45,9,Superior Completo,5,12,0.833,6,8.69
1673,QA/Tester,Estudante,Junior,1,23,2,Doutorado,8,5,0.8,5,6.1
1674,DevOps Engineer,Marketing Digital,Senior,3,35,10,Ensino Fundamental,1,10,0.8,5,8.62
1675,Designer UX/UI,Segurança da Informação,Intermediário,2,37,4,Superior Completo,5,5,1.0,6,7.28
1676,QA/Tester,Design,Senior,3,39,18,Técnico,3,15,0.667,3,9.02
1677,Engenheiro de Machine Learning,Infraestrutura/Cloud,Junior,1,21,1,Ensino Médio,2,20,1.0,6,7.69
1678,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,52,13,Técnico,3,2,0.875,8,8.19
1679,Designer UX/UI,Tecnologia da Informação,Senior,3,36,5,Ensino Fundamental,1,6,0.6,5,8.33
1680,Product Manager,Ciência de Dados,Intermediário,2,24,6,Pós-graduação,6,2,0.714,7,7.4
1681,Engenheiro de Dados,Estudante,Senior,3,33,14,Superior Incompleto,4,10,0.875,8,8.55
1682,Designer UX/UI,Ciência de Dados,Intermediário,2,25,5,Superior Incompleto,4,6,1.0,3,7.55
1683,Desenvolvedor Frontend,Segurança da Informação,Senior,3,34,12,Ensino Médio,2,12,0.667,3,9.07
1684,Analista de Dados,Ciência de Dados,Senior,3,44,9,Pós-graduação,6,4,0.833,6,8.26
1685,Product Manager,Segurança da Informação,Senior,3,53,5,Pós-graduação,6,15,1.0,8,8.72
1686,Desenvolvedor Backend,Outro,Senior,3,35,5,Pós-graduação,6,20,0.5,8,8.51
1687,Engenheiro de Dados,Estudante,Senior,3,34,13,Pós-graduação,6,15,1.0,4,8.6
1688,Cientista de Dados,Infraestrutura/Cloud,Intermediário,2,28,8,Ensino Médio,2,4,0.6,5,6.82
1689,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,28,5,Mestrado,7,5,0.714,7,8.07
1690,Cientista de Dados,Desenvolvimento de Software,Senior,3,43,15,Mestrado,7,8,1.0,3,8.48
1691,QA/Tester,Gestão de Produtos,Intermediário,2,47,7,Ensino Médio,2,5,0.625,8,7.57
1692,Desenvolvedor Mobile,Design,Intermediário,2,37,15,Pós-graduação,6,10,0.286,7,7.23
1693,QA/Tester,Qualidade de Software,Intermediário,2,24,6,Ensino Médio,2,2,1.0,4,7.83
1694,Analista de Dados,Suporte Técnico,Junior,1,25,3,Mestrado,7,5,0.5,8,6.66
1695,Designer UX/UI,Infraestrutura/Cloud,Junior,1,20,0,Técnico,3,15,0.857,7,7.03
1696,Desenvolvedor Mobile,Desenvolvimento de Software,Junior,1,44,0,Superior Completo,5,10,0.8,5,7.49
1697,Designer UX/UI,Infraestrutura/Cloud,Senior,3,24,6,Superior Completo,5,12,1.0,7,8.59
1698,DevOps Engineer,Segurança da Informação,Intermediário,2,28,9,Doutorado,8,8,0.667,6,7.71
1699,Desenvolvedor Full Stack,Estudante,Senior,3,50,17,Superior Completo,5,6,0.857,7,7.87
1700,Arquiteto de Software,Suporte Técnico,Senior,3,54,8,Ensino Médio,2,2,0.75,8,8.01
1701,Arquiteto de Software,Design,Senior,3,52,15,Técnico,3,8,0.833,6,8.56
1702,QA/Tester,Outro,Junior,1,49,2,Superior Incompleto,4,6,0.667,6,6.74
1703,Desenvolvedor Frontend,Design,Senior,3,52,19,Ensino Médio,2,2,0.625,8,7.9
1704,Engenheiro de Machine Learning,Marketing Digital,Senior,3,41,19,Doutorado,8,12,0.75,4,8.42
1705,Analista de Dados,Design,Senior,3,35,17,Doutorado,8,10,0.6,5,8.42
1706,Analista de Segurança,Tecnologia da Informação,Senior,3,31,11,Ensino Fundamental,1,10,1.0,4,7.9
1707,Desenvolvedor Backend,Qualidade de Software,Senior,3,32,12,Técnico,3,6,0.5,4,8.17
1708,DevOps Engineer,Outro,Intermediário,2,25,6,Pós-graduação,6,5,1.0,4,5.9
1709,Desenvolvedor Full Stack,Design,Senior,3,30,8,Mestrado,7,4,0.8,5,7.79
1710,QA/Tester,Marketing Digital,Senior,3,41,7,Superior Completo,5,6,1.0,4,7.72
1711,Designer UX/UI,Suporte Técnico,Junior,1,30,0,Superior Incompleto,4,4,0.75,4,7.15
1712,Especialista em Cloud,Suporte Técnico,Senior,3,32,11,Ensino Médio,2,20,1.0,4,8.14
1713,Especialista em Cloud,Desenvolvimento de Software,Junior,1,46,1,Pós-graduação,6,4,0.2,5,6.02
1714,Analista de Segurança,Marketing Digital,Senior,3,24,5,Superior Completo,5,15,0.714,7,8.81
1715,Arquiteto de Software,Outro,Junior,1,44,1,Pós-graduação,6,2,0.857,7,6.6
1716,Desenvolvedor Frontend,Segurança da Informação,Intermediário,2,54,13,Pós-graduação,6,20,0.625,8,8.53
1717,Desenvolvedor Full Stack,Desenvolvimento de Software,Senior,3,47,19,Superior Completo,5,8,0.667,6,8.56
1718,Especialista em Cloud,Infraestrutura/Cloud,Junior,1,39,2,Pós-graduação,6,8,0.333,3,6.31
1719,Desenvolvedor Frontend,Ciência de Dados,Intermediário,2,33,13,Superior Incompleto,4,2,0.5,4,7.34
1720,Especialista em Cloud,Segurança da Informação,Senior,3,34,15,Ensino Médio,2,12,0.25,4,8.32
1721,DevOps Engineer,Tecnologia da Informação,Junior,1,19,0,Técnico,3,8,0.4,5,6.35
1722,QA/Tester,Estudante,Senior,3,51,5,Pós-graduação,6,2,1.0,4,7.43
1723,Engenheiro de Machine Learning,Marketing Digital,Intermediário,2,42,4,Doutorado,8,8,0.571,7,6.77
1724,Desenvolvedor Backend,Outro,Senior,3,37,15,Ensino Fundamental,1,5,0.857,7,8.07
1725,Analista de Segurança,Tecnologia da Informação,Intermediário,2,54,7,Técnico,3,20,0.5,4,7.22
1726,Engenheiro de Machine Learning,Ciência de Dados,Junior,1,22,3,Técnico,3,20,1.0,3,7.73
1727,Desenvolvedor Backend,Tecnologia da Informação,Intermediário,2,26,7,Ensino Médio,2,6,0.6,5,6.56
1728,Desenvolvedor Full Stack,Infraestrutura/Cloud,Junior,1,39,1,Ensino Fundamental,1,12,1.0,4,7.5
1729,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,46,5,Ensino Fundamental,1,2,0.5,8,8.36
1730,Desenvolvedor Frontend,Design,Senior,3,35,6,Ensino Médio,2,2,0.75,8,8.13
1731,Arquiteto de Software,Estudante,Junior,1,50,0,Ensino Médio,2,15,0.833,6,7.42
1732,QA/Tester,Qualidade de Software,Junior,1,21,3,Superior Incompleto,4,4,0.667,3,6.17
1733,Arquiteto de Software,Marketing Digital,Intermediário,2,44,10,Ensino Médio,2,2,0.75,4,6.42
1734,Analista de Segurança,Outro,Senior,3,45,9,Pós-graduação,6,20,1.0,8,8.8
1735,Desenvolvedor Backend,Segurança da Informação,Intermediário,2,53,5,Superior Incompleto,4,4,0.714,7,6.71
1736,Desenvolvedor Frontend,Qualidade de Software,Senior,3,40,17,Superior Incompleto,4,15,1.0,4,8.24
1737,Desenvolvedor Mobile,Design,Senior,3,30,12,Ensino Fundamental,1,10,0.75,8,8.67
1738,Desenvolvedor Frontend,Ciência de Dados,Senior,3,54,10,Doutorado,8,12,1.0,8,8.71
1739,Engenheiro de Machine Learning,Qualidade de Software,Senior,3,34,14,Doutorado,8,4,0.6,5,8.23
1740,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,40,18,Mestrado,7,4,0.714,7,8.05
1741,Desenvolvedor Mobile,Segurança da Informação,Junior,1,21,2,Mestrado,7,12,0.8,5,7.77
1742,Especialista em Cloud,Marketing Digital,Intermediário,2,35,9,Doutorado,8,12,0.857,7,7.46
1743,Designer UX/UI,Desenvolvimento de Software,Junior,1,23,0,Pós-graduação,6,6,0.667,3,7.03
1744,Engenheiro de Machine Learning,Design,Intermediário,2,46,13,Ensino Fundamental,1,20,0.5,4,7.4
1745,Engenheiro de Dados,Infraestrutura/Cloud,Senior,3,29,9,Mestrado,7,5,0.833,6,8.29
1746,DevOps Engineer,Qualidade de Software,Intermediário,2,23,3,Superior Completo,5,15,0.667,6,7.85
1747,Desenvolvedor Mobile,Segurança da Informação,Junior,1,25,0,Superior Completo,5,10,0.625,8,7.37
1748,Analista de Segurança,Gestão de Produtos,Senior,3,41,14,Ensino Médio,2,12,0.667,3,8.49
1749,Arquiteto de Software,Marketing Digital,Intermediário,2,36,2,Ensino Fundamental,1,10,0.375,8,7.24
1750,Arquiteto de Software,Tecnologia da Informação,Senior,3,28,10,Doutorado,8,5,0.8,5,7.94
1751,Arquiteto de Software,Suporte Técnico,Junior,1,51,0,Ensino Médio,2,4,0.571,7,6.46
1752,Desenvolvedor Backend,Gestão de Produtos,Intermediário,2,34,5,Ensino Médio,2,12,1.0,6,8.57
1753,Desenvolvedor Frontend,Marketing Digital,Intermediário,2,42,14,Pós-graduação,6,15,0.75,4,7.43
